student_id,subject_id,difficulty,previous_score,days_until_exam,topics_remaining,available_hours_total,priority_weight,recommended_hours
1497,2,3,52,19,6,8,4.4863,2.72
1498,0,5,83,34,2,3,3.2341,0.31
1498,1,1,61,19,5,3,3.2063,0.31
1498,2,4,69,19,4,3,3.9463,0.37
1498,3,4,72,7,2,3,4.1886,0.4
1498,4,4,73,17,6,3,4.5282,0.44
1498,5,1,92,7,7,3,4.0886,0.39
1498,6,2,60,34,5,3,3.3941,0.32
1498,7,4,83,19,7,3,4.5663,0.45
1499,0,1,72,31,6,5,3.0826,0.43
1499,1,3,77,40,8,5,4.31,0.63
1499,2,5,78,10,8,5,5.84,0.8
1499,3,3,63,42,3,5,3.0781,0.43
1499,4,3,75,45,8,5,4.3222,0.61
1499,5,3,69,18,8,5,4.7756,0.7
1499,6,2,66,54,8,5,4.0652,0.55
1499,7,1,89,17,5,5,2.7082,0.38
1499,8,3,61,44,2,5,2.8073,0.42
1500,0,3,81,45,9,4,4.5022,0.94
1500,1,5,81,9,6,4,5.2911,1.09
1500,2,2,82,46,3,4,2.2774,0.48
1500,3,1,92,45,5,4,2.2822,0.48
1500,4,4,56,46,7,4,4.7974,1.01
1501,0,2,76,53,9,7,4.1687,1.99
1501,1,2,70,55,4,7,2.7818,1.28
1501,2,1,80,41,6,7,2.8439,1.34
1501,3,5,65,26,8,7,5.4846,2.58
1502,0,2,85,10,7,8,4.2,4.58
1502,1,1,88,53,7,8,2.9287,3.25
1503,0,3,66,46,6,3,3.8974,0.48
1503,1,5,65,20,10,3,6.2,0.78
1503,2,5,62,57,10,3,5.9354,0.7
1503,3,5,68,44,7,3,4.9673,0.58
1503,4,2,61,30,7,3,4.0133,0.49
1504,0,1,80,15,7,4,3.5667,2.01
1504,1,2,71,60,7,4,3.6467,1.93
1505,0,1,63,10,5,3,3.64,0.9
1505,1,3,66,44,6,3,3.9073,0.97
1505,2,3,60,50,7,3,4.3,1.06
1506,0,1,95,57,6,3,2.4754,1.36
1506,1,1,73,22,6,3,3.1945,1.71
1507,0,5,71,23,3,5,3.9148,0.55
1507,1,1,66,19,8,5,4.0063,0.54
1507,2,5,67,12,4,5,4.6933,0.62
1507,3,3,74,15,6,5,4.1867,0.57
1507,4,1,92,59,6,5,2.5295,0.35
1507,5,1,88,53,7,5,2.9287,0.37
1507,6,3,90,45,6,5,3.4222,0.44
1507,7,1,70,35,5,5,2.7857,0.36
1507,8,4,73,24,9,5,5.2567,0.72
1507,9,3,90,8,4,5,3.85,0.5
1508,0,1,62,40,7,8,3.51,1.21
1508,1,2,65,50,11,8,5.0,1.78
1508,2,4,79,6,4,8,4.8867,1.64
1508,3,2,61,12,8,8,4.8133,1.59
1508,4,3,84,8,7,8,4.87,1.66
1509,0,5,77,51,6,4,4.4561,0.45
1509,1,5,65,17,4,4,4.4882,0.46
1509,2,3,84,23,6,4,3.7548,0.4
1509,3,2,78,6,5,4,4.4067,0.45
1509,4,1,78,37,2,4,1.7103,0.17
1509,5,5,75,24,5,4,4.4167,0.47
1509,6,3,93,13,5,4,3.6092,0.39
1509,7,5,70,58,4,4,3.9724,0.41
1509,8,3,92,5,6,4,5.16,0.55
1509,9,1,79,30,5,4,2.6533,0.28
1510,0,3,69,21,9,5,4.9962,2.2
1510,1,3,76,59,4,5,3.0495,1.41
1510,2,1,83,53,7,5,3.0287,1.42
1511,0,1,91,14,4,5,2.4943,0.44
1511,1,1,80,31,6,5,2.9226,0.52
1511,2,5,87,23,5,5,4.1948,0.77
1511,3,5,85,36,3,5,3.4778,0.62
1511,4,2,87,42,5,5,2.7981,0.47
1511,5,1,89,11,5,5,3.0291,0.52
1511,6,4,85,46,4,5,3.3174,0.6
1511,7,1,78,11,3,5,2.6491,0.48
1511,8,1,86,14,7,5,3.4943,0.63
1512,0,5,71,30,3,7,3.8133,0.7
1512,1,4,68,7,5,7,5.1686,0.97
1512,2,1,73,52,8,7,3.5323,0.64
1512,3,1,79,37,7,7,3.1903,0.58
1512,4,3,71,41,7,7,4.1239,0.74
1512,5,3,78,49,6,7,3.6441,0.67
1512,6,3,61,42,5,7,3.7181,0.71
1512,7,3,93,13,4,7,3.3092,0.61
1512,8,2,58,59,4,7,3.0095,0.56
1512,9,5,80,52,6,7,4.3923,0.79
1513,0,4,86,25,6,4,4.08,0.44
1513,1,1,76,14,8,4,3.9943,0.41
1513,2,1,68,58,4,4,2.4124,0.24
1513,3,1,89,22,2,4,1.6745,0.18
1513,4,1,85,34,9,4,3.6941,0.4
1513,5,3,68,27,8,4,4.6104,0.5
1513,6,3,79,43,6,4,3.6526,0.38
1513,7,2,58,45,6,4,3.6622,0.39
1513,8,4,57,42,8,4,5.0981,0.51
1513,9,5,87,13,7,4,5.1292,0.53
1514,0,5,76,43,5,5,4.2126,0.61
1514,1,4,71,15,9,5,5.5467,0.75
1514,2,3,83,49,5,5,3.2441,0.47
1514,3,4,85,47,4,5,3.3128,0.48
1514,4,3,71,14,7,5,4.5943,0.63
1514,5,4,67,46,5,5,3.9774,0.59
1514,6,4,53,44,5,5,4.2673,0.6
1514,7,1,72,59,7,5,3.2295,0.47
1514,8,2,79,54,6,5,3.2052,0.45
1515,0,4,95,50,5,8,3.4,0.83
1515,1,1,95,14,4,8,2.4143,0.63
1515,2,3,80,24,6,8,3.8167,0.98
1515,3,5,90,21,4,8,3.8762,1.03
1515,4,4,95,22,7,8,4.2545,1.13
1515,5,2,95,10,5,8,3.4,0.86
1515,6,4,81,40,5,8,3.73,1.0
1515,7,1,74,45,5,8,2.6422,0.67
1515,8,4,64,41,4,8,3.7639,0.98
1516,0,5,86,52,4,8,3.6723,1.39
1516,1,5,61,15,5,8,4.9467,1.91
1516,2,5,63,47,6,8,4.7528,1.89
1516,3,1,76,59,6,8,2.8495,1.09
1516,4,4,80,13,4,8,3.9692,1.57
1517,0,3,91,51,4,4,2.7761,1.87
1517,1,5,83,21,2,4,3.4162,2.16
1518,0,3,74,56,7,8,3.9986,0.79
1518,1,3,75,37,10,8,4.9703,0.97
1518,2,5,92,10,5,8,4.66,0.91
1518,3,3,66,26,8,8,4.6646,0.86
1518,4,2,68,29,4,8,2.9848,0.57
1518,5,5,77,26,5,8,4.3446,0.81
1518,6,2,67,57,9,8,4.3354,0.87
1518,7,2,69,40,6,8,3.47,0.67
1518,8,2,66,44,3,8,2.6073,0.52
1518,9,3,87,8,9,8,5.41,1.04
1519,0,3,78,29,7,6,4.0848,1.61
1519,1,1,86,25,8,6,3.48,1.29
1519,2,1,70,42,7,6,3.3381,1.24
1519,3,4,52,27,7,6,5.0304,1.86
1520,0,4,91,50,8,3,4.38,0.28
1520,1,3,71,56,7,3,4.0586,0.25
1520,2,4,69,44,9,3,5.1473,0.33
1520,3,1,61,42,8,3,3.8181,0.23
1520,4,5,67,50,8,3,5.26,0.35
1520,5,1,62,5,7,3,5.26,0.34
1520,6,4,61,16,8,3,5.405,0.33
1520,7,4,58,31,5,3,4.2626,0.26
1520,8,2,59,25,9,3,4.72,0.31
1520,9,3,57,49,10,3,5.2641,0.33
1521,0,3,90,32,4,4,2.9125,1.75
1521,1,4,81,28,4,4,3.5371,2.27
1522,0,3,65,12,6,7,4.5333,0.75
1522,1,1,95,20,6,7,2.8,0.46
1522,2,2,68,30,7,7,3.8733,0.66
1522,3,4,75,14,8,7,5.2143,0.92
1522,4,4,81,54,8,7,4.5652,0.76
1522,5,3,86,39,5,7,3.2364,0.57
1522,6,1,87,44,4,7,2.0873,0.36
1522,7,4,85,14,9,7,5.3143,0.91
1522,8,3,76,8,7,7,5.03,0.86
1522,9,4,54,60,5,7,4.1867,0.71
1523,0,5,92,19,2,8,3.2863,2.82
1523,1,4,87,30,3,8,3.0933,2.49
1523,2,4,88,51,4,8,3.2361,2.77
1524,0,5,86,26,3,8,3.5646,0.74
1524,1,1,80,5,9,8,5.5,1.09
1524,2,4,70,58,8,8,4.7724,0.99
1524,3,5,85,19,3,8,3.7263,0.76
1524,4,5,95,46,9,8,5.0174,1.02
1524,5,4,74,42,7,8,4.4581,0.87
1524,6,1,70,40,8,8,3.65,0.74
1524,7,5,78,42,6,8,4.4781,0.92
1524,8,5,74,31,6,8,4.6426,0.9
1525,0,3,80,29,8,7,4.3448,0.82
1525,1,4,64,57,3,7,3.3954,0.69
1525,2,5,91,53,14,7,6.5687,1.27
1525,3,3,51,59,7,7,4.4495,0.88
1525,4,3,81,6,6,7,5.0467,0.99
1525,5,5,72,59,7,7,4.8295,0.93
1525,6,2,60,18,5,7,3.6556,0.76
1525,7,1,61,25,5,7,3.08,0.59
1526,0,1,82,57,6,3,2.7354,1.24
1526,1,5,72,33,4,3,4.063,1.75
1527,0,5,88,35,9,3,5.2257,1.69
1527,1,4,70,50,7,3,4.5,1.37
1528,0,5,90,14,9,8,5.6143,3.54
1528,1,4,95,11,5,8,4.1091,2.61
1528,2,1,80,24,5,8,2.7167,1.68
1529,0,3,84,35,6,3,3.6057,0.93
1529,1,2,66,44,5,3,3.2073,0.77
1529,2,1,86,28,2,3,1.6371,0.38
1529,3,2,77,15,6,3,3.7267,0.95
1530,0,2,87,13,5,3,3.3292,0.31
1530,1,3,71,50,7,3,4.08,0.37
1530,2,3,78,40,4,3,3.09,0.29
1530,3,2,79,7,6,3,4.4486,0.41
1530,4,5,91,37,6,3,4.2503,0.4
1530,5,5,91,21,3,3,3.5562,0.31
1530,6,2,87,50,2,3,1.86,0.17
1530,7,3,84,52,6,3,3.5123,0.31
1530,8,4,72,13,7,3,5.0292,0.43
1531,0,4,91,51,4,8,3.1761,1.36
1531,1,3,95,16,5,8,3.425,1.44
1531,2,5,78,25,5,8,4.34,1.94
1531,3,1,95,29,6,8,2.6448,1.18
1531,4,5,66,42,6,8,4.7181,2.13
1532,0,4,95,46,3,6,2.8174,1.01
1532,1,1,72,43,7,6,3.2926,1.16
1532,2,3,60,39,4,6,3.4564,1.22
1532,3,4,81,45,6,6,4.0022,1.45
1532,4,4,84,32,5,6,3.7325,1.28
1533,0,5,75,49,7,5,4.8041,0.79
1533,1,1,75,12,10,5,4.7333,0.8
1533,2,4,95,34,8,5,4.3941,0.72
1533,3,1,61,37,8,5,3.8503,0.6
1533,4,4,73,18,7,5,4.7956,0.77
1533,5,2,76,47,8,5,3.8928,0.65
1533,6,4,73,50,7,5,4.44,0.69
1534,0,4,78,7,7,4,5.5686,0.55
1534,1,3,93,44,7,4,3.6673,0.34
1534,2,1,84,45,5,4,2.4422,0.25
1534,3,5,61,31,8,4,5.5026,0.55
1534,4,3,78,14,10,4,5.3543,0.53
1534,5,3,71,7,11,4,6.5086,0.62
1534,6,5,80,18,2,4,3.5556,0.34
1534,7,4,76,59,9,4,4.9495,0.47
1534,8,3,69,50,6,4,3.82,0.36
1535,0,1,94,29,4,4,2.0648,0.25
1535,1,3,82,50,4,4,2.96,0.35
1535,2,4,64,22,8,4,5.1745,0.63
1535,3,3,69,13,3,4,3.4892,0.4
1535,4,2,85,5,3,4,4.0,0.45
1535,5,5,95,54,7,4,4.3852,0.53
1535,6,5,81,44,8,4,5.0073,0.61
1535,7,1,84,47,5,4,2.4328,0.28
1535,8,5,76,54,7,4,4.7652,0.58
1536,0,1,86,20,3,6,2.08,0.52
1536,1,5,87,39,3,6,3.4164,0.92
1536,2,2,83,44,2,6,1.9673,0.49
1536,3,3,72,40,6,6,3.81,1.0
1536,4,4,78,28,9,6,5.0971,1.28
1536,5,1,74,37,5,6,2.6903,0.73
1536,6,5,80,38,5,6,4.1632,1.1
1537,0,5,75,53,5,3,4.1887,1.0
1537,1,2,56,27,8,3,4.4504,1.13
1537,2,2,87,24,7,3,3.5767,0.9
1538,0,4,77,11,10,4,5.9691,0.62
1538,1,1,65,11,9,4,4.7091,0.47
1538,2,3,78,27,6,4,3.8104,0.39
1538,3,1,88,31,5,4,2.4626,0.26
1538,4,1,74,9,6,4,3.8311,0.38
1538,5,5,76,16,6,4,4.905,0.51
1538,6,2,71,30,7,4,3.8133,0.39
1538,7,2,75,10,9,4,5.0,0.53
1538,8,4,83,37,7,4,4.3103,0.44
1539,0,3,82,26,8,8,4.3446,3.27
1539,1,2,71,12,4,8,3.4133,2.49
1539,2,2,79,36,5,8,2.9978,2.18
1540,0,2,84,47,4,7,2.5328,2.27
1540,1,1,77,37,6,7,2.9303,2.62
1540,2,1,70,47,5,7,2.7128,2.37
1541,0,3,91,32,7,5,3.7925,1.08
1541,1,4,80,33,9,5,5.003,1.45
1541,2,2,84,15,5,5,3.2867,0.97
1541,3,4,62,42,8,5,4.9981,1.4
1542,0,3,67,45,3,7,2.9822,0.7
1542,1,4,95,13,10,7,5.4692,1.29
1542,2,2,87,19,3,7,2.4863,0.61
1542,3,5,95,55,5,7,3.7818,0.93
1542,4,5,85,58,5,7,3.9724,0.96
1542,5,2,93,26,6,7,3.1246,0.77
1542,6,4,88,24,6,7,4.0567,0.99
1542,7,4,82,33,3,7,3.163,0.77
1543,0,3,69,10,6,6,4.62,1.33
1543,1,1,95,33,4,6,2.003,0.61
1543,2,1,71,18,3,6,2.4356,0.74
1543,3,5,80,42,5,6,4.1381,1.23
1543,4,3,76,47,5,6,3.3928,1.01
1543,5,3,75,15,5,6,3.8667,1.14
1544,0,3,73,9,3,3,3.7511,1.05
1544,1,2,83,23,5,3,3.0748,0.89
1544,2,3,95,50,7,3,3.6,1.07
1545,0,4,89,38,4,3,3.2832,0.48
1545,1,5,80,31,4,3,3.9226,0.54
1545,2,3,76,28,4,3,3.2371,0.48
1545,3,3,78,49,5,3,3.3441,0.47
1545,4,2,81,7,8,3,5.0086,0.75
1545,5,1,78,14,2,3,2.1543,0.31
1546,0,1,63,15,6,4,3.6067,0.66
1546,1,1,68,16,6,4,3.465,0.6
1546,2,3,61,35,6,4,4.0657,0.74
1546,3,3,78,22,8,4,4.4945,0.77
1546,4,4,87,54,4,4,3.2452,0.6
1546,5,4,93,43,6,4,3.7726,0.69
1547,0,4,72,42,3,4,3.2981,1.07
1547,1,3,79,46,11,4,5.1374,1.77
1547,2,3,80,38,6,4,3.6632,1.21
1548,0,5,88,33,3,5,3.443,0.72
1548,1,5,70,50,7,5,4.9,1.03
1548,2,3,77,45,11,5,5.1822,1.0
1548,3,5,83,60,4,5,3.7067,0.72
1548,4,4,65,42,6,5,4.3381,0.9
1548,5,2,80,59,6,5,3.1695,0.65
1549,0,4,90,55,8,3,4.3818,0.96
1549,1,4,76,54,4,3,3.4652,0.76
1549,2,2,79,53,6,3,3.2087,0.67
1549,3,2,71,30,5,3,3.2133,0.67
1550,0,1,83,58,6,8,2.7124,1.76
1550,1,3,94,44,7,8,3.6473,2.32
1550,2,4,76,53,4,8,3.4687,2.22
1550,3,1,82,33,6,8,2.863,1.87
1551,0,2,81,39,9,3,4.1364,0.61
1551,1,1,81,55,7,3,3.0618,0.45
1551,2,5,70,41,7,3,4.9439,0.71
1551,3,3,77,57,6,3,3.6354,0.54
1551,4,4,74,13,8,3,5.2892,0.76
1552,0,5,91,48,3,4,3.2883,0.8
1552,1,4,91,10,2,4,3.38,0.85
1552,2,1,81,56,2,4,1.5586,0.4
1552,3,4,93,57,2,4,2.5154,0.6
1552,4,2,84,51,4,4,2.5161,0.6
1552,5,2,93,13,5,4,3.2092,0.76
1553,0,2,54,37,6,3,3.7903,0.96
1553,1,2,53,56,10,3,4.9186,1.25
1553,2,2,76,24,4,3,2.8967,0.78
1554,0,3,73,45,6,5,3.7622,1.51
1554,1,1,82,57,4,5,2.1354,0.83
1554,2,2,63,34,5,5,3.3341,1.33
1554,3,3,88,23,6,5,3.6748,1.47
1555,0,1,62,30,8,5,3.8933,1.23
1555,1,1,95,39,5,5,2.2564,0.67
1555,2,4,89,23,5,5,3.7548,1.12
1555,3,2,69,32,6,5,3.5325,1.06
1555,4,5,93,32,2,5,3.0525,0.94
1556,0,3,73,45,4,7,3.1622,0.62
1556,1,2,79,54,7,7,3.5052,0.65
1556,2,5,92,19,8,7,5.0863,1.03
1556,3,2,89,55,6,7,3.0018,0.61
1556,4,4,95,57,2,7,2.4754,0.47
1556,5,3,77,17,5,7,3.7482,0.7
1556,6,1,95,20,6,7,2.8,0.55
1556,7,5,87,23,4,7,3.8948,0.75
1556,8,5,73,36,4,7,4.0178,0.77
1556,9,4,83,48,8,7,4.5483,0.86
1557,0,5,72,55,4,7,3.9418,0.77
1557,1,1,76,7,7,7,4.4086,0.91
1557,2,5,61,42,8,7,5.4181,1.12
1557,3,4,77,30,3,7,3.2933,0.64
1557,4,3,79,16,8,7,4.645,0.89
1557,5,4,54,24,6,7,4.7367,0.98
1557,6,2,68,58,2,7,2.2124,0.44
1557,7,4,67,5,7,7,6.36,1.23
1558,0,2,82,28,8,8,3.9171,0.87
1558,1,5,76,57,4,8,3.8554,0.91
1558,2,3,89,22,8,8,4.2745,1.01
1558,3,5,73,17,9,8,5.8282,1.3
1558,4,1,95,54,6,8,2.4852,0.56
1558,5,2,78,15,4,8,3.1067,0.72
1558,6,4,75,40,2,8,2.95,0.65
1558,7,4,90,13,6,8,4.3692,0.96
1558,8,1,80,12,8,8,4.0333,0.95
1559,0,2,69,45,9,4,4.3422,0.56
1559,1,1,72,22,6,4,3.2145,0.42
1559,2,5,84,38,3,4,3.4832,0.45
1559,3,2,65,26,6,4,3.6846,0.49
1559,4,2,66,41,8,4,4.1239,0.51
1559,5,3,79,44,2,4,2.4473,0.3
1559,6,3,95,27,6,4,3.4704,0.43
1559,7,2,85,53,5,4,2.7887,0.35
1559,8,3,78,34,6,4,3.7341,0.48
1560,0,2,77,12,6,7,3.8933,0.94
1560,1,1,82,32,5,7,2.5725,0.64
1560,2,1,84,6,6,7,4.1867,1.05
1560,3,5,81,57,9,7,5.2554,1.23
1560,4,5,87,7,5,7,5.1886,1.26
1560,5,5,95,14,8,7,5.2143,1.19
1560,6,4,81,25,2,7,2.98,0.72
1561,0,1,89,51,6,3,2.6161,0.9
1561,1,1,71,51,4,3,2.3761,0.8
1561,2,4,95,59,7,3,3.9695,1.32
1562,0,1,74,34,10,3,4.2141,0.47
1562,1,5,76,37,10,3,5.7503,0.63
1562,2,4,70,59,5,3,3.8695,0.4
1562,3,1,76,47,8,3,3.4928,0.38
1562,4,1,67,6,8,3,5.1267,0.55
1562,5,5,72,15,7,3,5.3267,0.6
1563,0,3,68,10,4,4,4.04,1.03
1563,1,5,75,48,7,4,4.8083,1.19
1563,2,4,87,30,6,4,3.9933,1.05
1563,3,1,79,52,7,4,3.1123,0.78
1564,0,1,95,54,7,7,2.7852,1.23
1564,1,5,59,46,6,7,4.8374,2.07
1564,2,4,78,10,4,7,4.24,1.88
1564,3,5,57,45,5,7,4.5822,1.9
1565,0,5,83,31,5,4,4.1626,0.7
1565,1,2,73,5,8,4,5.74,0.9
1565,2,3,86,29,6,4,3.6248,0.57
1565,3,4,87,24,4,4,3.4767,0.57
1565,4,3,93,41,7,4,3.6839,0.58
1565,5,5,95,27,5,4,3.9704,0.66
1566,0,2,78,31,7,6,3.6626,1.69
1566,1,1,93,8,5,6,3.29,1.51
1566,2,5,84,27,4,6,3.8904,1.69
1566,3,2,58,30,2,6,2.5733,1.17
1567,0,2,75,57,9,4,4.1754,0.54
1567,1,2,65,24,8,4,4.3167,0.53
1567,2,1,44,38,2,4,2.3832,0.31
1567,3,4,75,8,8,4,5.75,0.75
1567,4,3,61,18,7,4,4.6356,0.56
1567,5,3,72,24,7,4,4.2767,0.55
1567,6,5,77,10,8,4,5.86,0.76
1568,0,3,80,40,2,6,2.45,0.56
1568,1,1,70,33,3,6,2.203,0.54
1568,2,4,73,7,8,6,5.9686,1.45
1568,3,5,71,35,8,6,5.2657,1.25
1568,4,5,79,26,3,6,3.7046,0.93
1568,5,1,87,27,5,6,2.5304,0.63
1568,6,2,70,41,4,6,2.8439,0.66
1569,0,3,82,5,9,5,6.26,0.89
1569,1,3,62,30,8,5,4.6933,0.7
1569,2,4,78,15,9,5,5.4067,0.77
1569,3,1,64,52,10,5,4.3123,0.62
1569,4,3,62,5,2,5,4.56,0.64
1569,5,5,72,29,10,5,5.9048,0.87
1569,6,2,80,50,6,5,3.2,0.46
1570,0,5,88,51,5,4,3.9361,1.3
1570,1,2,91,49,5,4,2.6841,0.89
1570,2,2,87,43,6,4,3.0926,1.02
1570,3,3,78,47,3,4,2.7528,0.9
1571,0,4,74,53,4,4,3.5087,0.42
1571,1,4,79,44,7,4,4.3473,0.51
1571,2,3,95,34,8,4,3.9941,0.47
1571,3,2,84,57,9,4,3.9954,0.49
1571,4,1,86,46,6,4,2.6974,0.32
1571,5,1,75,29,6,4,3.0448,0.36
1571,6,4,88,14,2,4,3.1543,0.38
1571,7,5,73,41,7,4,4.8839,0.58
1571,8,1,74,47,7,4,3.2328,0.4
1572,0,5,73,7,2,8,4.5686,0.82
1572,1,4,65,47,8,8,4.9128,0.95
1572,2,2,64,31,8,8,4.2426,0.77
1572,3,5,69,42,4,8,4.0581,0.72
1572,4,5,59,28,3,8,4.0771,0.78
1572,5,1,84,5,10,8,5.72,1.01
1572,6,2,76,50,8,8,3.88,0.68
1572,7,5,82,38,6,8,4.4232,0.8
1572,8,5,82,39,8,8,5.0164,0.92
1572,9,1,76,31,5,8,2.7026,0.49
1573,0,2,82,44,6,8,3.1873,3.83
1573,1,2,68,37,6,8,3.5103,4.14
1574,0,2,62,29,8,5,4.3048,0.63
1574,1,5,76,48,3,5,3.5883,0.55
1574,2,5,62,50,5,5,4.46,0.67
1574,3,5,71,13,7,5,5.4492,0.8
1574,4,3,80,27,7,5,4.0704,0.61
1574,5,2,74,41,7,5,3.6639,0.53
1574,6,1,95,40,5,5,2.25,0.33
1574,7,1,76,50,6,5,2.88,0.42
1574,8,2,80,38,7,5,3.5632,0.5
1575,0,2,67,15,9,8,4.8267,2.16
1575,1,3,80,5,3,8,4.5,2.1
1575,2,1,73,12,8,8,4.1733,1.99
1575,3,4,68,27,3,8,3.5104,1.68
1576,0,5,63,22,5,3,4.6945,1.6
1576,1,4,61,46,4,3,3.7974,1.4
1577,0,4,80,14,7,6,4.8143,1.04
1577,1,2,69,38,3,6,2.5832,0.56
1577,2,2,86,9,4,6,3.3911,0.72
1577,3,5,77,50,6,6,4.46,1.0
1577,4,4,71,19,3,6,3.6063,0.76
1577,5,5,95,21,7,6,4.6762,1.01
1577,6,2,76,33,7,6,3.683,0.8
1578,0,1,87,51,6,6,2.6561,0.63
1578,1,4,95,16,7,6,4.425,1.09
1578,2,4,95,55,4,6,3.0818,0.76
1578,3,1,69,18,4,6,2.7756,0.66
1578,4,1,88,39,5,6,2.3964,0.55
1578,5,5,78,17,4,6,4.2282,1.04
1578,6,1,82,25,3,6,2.06,0.5
1578,7,1,67,9,4,6,3.3711,0.78
1579,0,3,89,43,5,7,3.1526,0.73
1579,1,2,80,55,5,7,2.8818,0.65
1579,2,2,78,14,7,7,4.0543,0.89
1579,3,5,72,17,3,7,4.0482,0.87
1579,4,2,85,13,8,7,4.2692,0.93
1579,5,4,94,35,3,7,2.9057,0.66
1579,6,4,68,23,5,7,4.1748,0.95
1579,7,4,59,25,10,7,5.82,1.31
1580,0,2,85,33,6,3,3.203,0.33
1580,1,4,95,25,4,3,3.3,0.34
1580,2,5,82,6,3,3,4.9267,0.5
1580,3,4,84,30,7,3,4.3533,0.44
1580,4,2,76,37,3,3,2.4503,0.26
1580,5,4,91,51,7,3,4.0761,0.42
1580,6,3,91,60,5,3,3.0467,0.31
1580,7,3,95,32,5,3,3.1125,0.32
1581,0,4,66,26,8,4,5.0646,0.78
1581,1,4,95,16,5,4,3.825,0.59
1581,2,3,73,15,5,4,3.9067,0.62
1581,3,2,79,29,5,4,3.0648,0.46
1581,4,5,67,29,5,4,4.5048,0.67
1581,5,3,69,26,3,4,3.1046,0.46
1581,6,2,84,34,5,4,2.9141,0.45
1582,0,5,72,28,9,4,5.6171,0.67
1582,1,4,95,21,2,4,2.7762,0.32
1582,2,1,91,14,3,4,2.1943,0.26
1582,3,5,85,16,8,4,5.325,0.66
1582,4,5,87,24,4,4,3.8767,0.45
1582,5,1,74,11,6,4,3.6291,0.44
1582,6,3,74,54,3,4,2.8052,0.33
1582,7,2,80,35,7,4,3.5857,0.42
1582,8,4,75,24,5,4,4.0167,0.48
1583,0,4,65,41,5,6,4.0439,2.6
1583,1,5,74,32,7,6,4.9325,3.25
1584,0,2,69,31,7,6,3.8426,1.36
1584,1,3,83,50,9,6,4.44,1.58
1584,2,3,61,33,8,6,4.683,1.74
1584,3,1,70,49,7,6,3.3041,1.21
1585,0,4,91,17,10,6,5.3682,1.8
1585,1,1,83,19,9,6,3.9663,1.34
1585,2,2,76,59,5,6,2.9495,0.94
1585,3,2,73,55,3,6,2.4218,0.77
1585,4,2,80,12,6,6,3.8333,1.28
1586,0,1,78,33,5,4,2.643,0.35
1586,1,3,68,35,6,4,3.9257,0.55
1586,2,4,93,21,6,4,4.0162,0.57
1586,3,1,71,51,4,4,2.3761,0.34
1586,4,5,89,34,6,4,4.3141,0.61
1586,5,3,64,32,6,4,4.0325,0.58
1586,6,1,70,20,9,4,4.2,0.56
1586,7,4,79,56,4,4,3.3986,0.48
1587,0,1,83,18,5,6,2.7956,0.98
1587,1,1,90,11,7,6,3.6091,1.23
1587,2,1,89,22,6,6,2.8745,1.0
1587,3,2,89,32,7,6,3.4325,1.26
1587,4,5,69,12,3,6,4.3533,1.59
1588,0,5,77,32,4,6,3.9725,1.08
1588,1,1,78,17,4,6,2.6282,0.7
1588,2,1,85,30,6,6,2.8333,0.77
1588,3,5,70,27,3,6,3.8704,1.12
1588,4,5,95,7,6,6,5.3286,1.42
1588,5,2,94,12,4,6,2.9533,0.84
1589,0,2,80,44,9,3,4.1273,0.38
1589,1,5,68,29,8,3,5.3848,0.5
1589,2,5,73,31,8,3,5.2626,0.46
1589,3,3,85,36,7,3,3.8778,0.36
1589,4,3,67,48,6,3,3.8683,0.34
1589,5,3,68,58,5,3,3.5124,0.31
1589,6,5,81,5,9,3,7.08,0.65
1590,0,5,95,37,2,6,2.9703,0.85
1590,1,3,70,30,6,6,3.9333,1.19
1590,2,3,84,9,5,6,4.1311,1.27
1590,3,3,95,47,3,6,2.4128,0.69
1590,4,1,95,30,7,6,2.9333,0.89
1590,5,1,89,6,5,6,3.7867,1.11
1591,0,5,89,35,5,5,4.0057,0.53
1591,1,2,80,28,3,5,2.4571,0.33
1591,2,4,76,50,5,5,3.78,0.51
1591,3,4,86,58,8,5,4.4524,0.61
1591,4,1,84,21,2,5,1.7962,0.24
1591,5,2,72,12,9,5,4.8933,0.67
1591,6,5,95,43,5,5,3.8326,0.49
1591,7,5,72,18,8,5,5.5156,0.7
1591,8,3,80,46,6,5,3.6174,0.5
1591,9,4,80,55,3,5,3.0818,0.43
1592,0,2,92,27,5,3,2.8304,1.53
1592,1,2,78,53,4,3,2.6287,1.41
1593,0,2,77,58,4,6,2.6324,0.94
1593,1,1,79,55,6,6,2.8018,1.01
1593,2,3,82,17,6,6,3.9482,1.47
1593,3,2,77,36,5,6,3.0378,1.1
1593,4,3,78,42,6,6,3.6781,1.37
1594,0,4,69,55,7,3,4.5018,0.98
1594,1,2,73,39,9,3,4.2964,0.94
1594,2,2,70,35,9,3,4.3857,0.99
1595,0,5,87,48,7,5,4.5683,1.05
1595,1,5,90,59,5,5,3.8695,0.88
1595,2,5,76,21,4,5,4.1562,0.92
1595,3,4,60,21,5,5,4.3762,0.98
1595,4,5,84,42,7,5,4.6581,1.03
1596,0,1,78,38,7,4,3.2032,0.34
1596,1,5,65,55,6,4,4.6818,0.47
1596,2,2,77,32,5,4,3.0725,0.31
1596,3,5,92,12,5,4,4.4933,0.43
1596,4,4,76,27,7,4,4.5504,0.47
1596,5,5,95,23,4,4,3.7348,0.38
